,Date,Country,Price in US Dollars
584,2012-01-01,Poland,2.58489681716826
585,2012-01-01,Russia,2.54963124777694
586,2012-01-01,Saudi Arabia,2.66652445202923
587,2012-01-01,Singapore,3.7515470297029703
588,2012-01-01,Sweden,5.91306354379994
589,2012-01-01,Thailand,2.4566929133858304
590,2012-01-01,Turkey,3.54276819023592
591,2012-01-01,Taiwan,2.50170950149269
592,2012-01-01,Ukraine,2.11429637460357
593,2012-01-01,Uruguay,4.62724935732648
594,2012-01-01,United States,4.19722
595,2012-01-01,South Africa,2.45375381285054
596,2012-07-01,UAE,3.26712860234961
597,2012-07-01,Argentina,4.16096359156857
598,2012-07-01,Australia,4.68015599908292
599,2012-07-01,Brazil,4.935974340768309
600,2012-07-01,Canada,5.02231595468145
601,2012-07-01,Switzerland,6.56167979002625
602,2012-07-01,Chile,4.1577933272487595
603,2012-07-01,China,2.4497143304375095
604,2012-07-01,Colombia,4.76592914836725
605,2012-07-01,Czech Republic,3.34141011022425
606,2012-07-01,Denmark,4.6450224916878495
607,2012-07-01,Egypt,2.63743509437072
608,2012-07-01,Euro area,4.3444346929611095
609,2012-07-01,Britain,4.1623715002999
610,2012-07-01,Hong Kong,2.126795692272
611,2012-07-01,Hungary,3.48424596089836
612,2012-07-01,Indonesia,2.55206960189823
613,2012-07-01,India,1.58461675420636
614,2012-07-01,Israel,2.91934989267096
615,2012-07-01,Japan,4.09102531321913
616,2012-07-01,South Korea,3.2145960034752403
617,2012-07-01,Sri Lanka,2.2137404580152698
618,2012-07-01,Mexico,2.70329509753781
619,2012-07-01,Malaysia,2.33181030408067
620,2012-07-01,Norway,7.05837936326852
621,2012-07-01,New Zealand,4.004520000659951
622,2012-07-01,Pakistan,3.01252576502299
623,2012-07-01,Philippines,2.7962085308056897
624,2012-07-01,Poland,2.6297917840680896
625,2012-07-01,Russia,2.28901046077781
626,2012-07-01,Saudi Arabia,2.6664889007399504
627,2012-07-01,Singapore,3.49622566547477
628,2012-07-01,Sweden,5.72868135202144
629,2012-07-01,Thailand,2.58675078864353
630,2012-07-01,Turkey,4.51584651595599
631,2012-07-01,Taiwan,2.4838138133165497
632,2012-07-01,Ukraine,1.8551728402696201
633,2012-07-01,Uruguay,4.5267489711934195
634,2012-07-01,United States,4.3275
635,2012-07-01,South Africa,2.35584473861342
636,2013-01-01,UAE,3.2670396536938
637,2013-01-01,Argentina,3.81794433839044
638,2013-01-01,Australia,4.90045499838408
639,2013-01-01,Brazil,5.6437655203551795
640,2013-01-01,Canada,5.394356366537041
641,2013-01-01,Switzerland,7.12484928203442
642,2013-01-01,Chile,4.34552199258082
643,2013-01-01,China,2.5721818532570295
644,2013-01-01,Colombia,4.85005710096296
645,2013-01-01,Costa Rica,4.39270810454645
646,2013-01-01,Czech Republic,3.72215856617774
647,2013-01-01,Denmark,5.18375030693258
648,2013-01-01,Egypt,2.3931496092435403
649,2013-01-01,Euro area,4.878031128620269
650,2013-01-01,Britain,4.248182498028839
651,2013-01-01,Hong Kong,2.19097575749765
652,2013-01-01,Hungary,3.81662979173847
653,2013-01-01,Indonesia,2.86040440235475
654,2013-01-01,India,1.66682273621126
655,2013-01-01,Israel,4.00048327985931
656,2013-01-01,Japan,3.5139735353868105
657,2013-01-01,South Korea,3.40864598447684
658,2013-01-01,Sri Lanka,2.76789244760775
659,2013-01-01,Mexico,2.9046034038811803
660,2013-01-01,Malaysia,2.5786571521245496
661,2013-01-01,Norway,7.842279002753919
662,2013-01-01,New Zealand,4.32458000140592
663,2013-01-01,Pakistan,2.96933394767829
664,2013-01-01,Peru,3.90701308849385
665,2013-01-01,Philippines,2.9064039408867
666,2013-01-01,Poland,2.94307891332471
667,2013-01-01,Russia,2.4256947911466096
668,2013-01-01,Saudi Arabia,2.93317689723215
669,2013-01-01,Singapore,3.64416730777017
670,2013-01-01,Sweden,6.38809635544636
671,2013-01-01,Thailand,2.9238783397748302
672,2013-01-01,Turkey,4.7773851590106
673,2013-01-01,Taiwan,2.54220052877771
674,2013-01-01,Ukraine,2.33300589390963
675,2013-01-01,Uruguay,5.44605809128631
676,2013-01-01,United States,4.367395833
677,2013-01-01,South Africa,2.3101580634464502
678,2013-07-01,UAE,3.26708412741628
679,2013-07-01,Argentina,3.87990762124711
680,2013-07-01,Australia,4.61986425117506
681,2013-07-01,Brazil,5.28483033492612
682,2013-07-01,Canada,5.260404280618309
683,2013-07-01,Switzerland,6.7190407277238
684,2013-07-01,Chile,3.93580698802531
685,2013-07-01,China,2.60836960597317
686,2013-07-01,Colombia,4.47683498178032
687,2013-07-01,Costa Rica,4.31142527698401
688,2013-07-01,Czech Republic,3.49059595298967
689,2013-07-01,Denmark,4.9132848326035194
690,2013-07-01,Egypt,2.38973341988686
691,2013-07-01,Euro area,4.65939148386547
692,2013-07-01,Britain,4.02007049936362
693,2013-07-01,Hong Kong,2.19166779473097
694,2013-07-01,Hungary,3.7643021596589397
695,2013-07-01,Indonesia,2.80371299548419
696,2013-07-01,India,1.50050016672224
697,2013-07-01,Israel,4.79984640491504
698,2013-07-01,Japan,3.1966435242994904
699,2013-07-01,South Korea,3.4340054591881697
700,2013-07-01,Sri Lanka,2.8287461773700295
701,2013-07-01,Mexico,2.8590967572433703
702,2013-07-01,Malaysia,2.2952365980191805
703,2013-07-01,Norway,7.506404921590709
704,2013-07-01,New Zealand,4.29907500125211
705,2013-07-01,Pakistan,2.9989503673714197
706,2013-07-01,Peru,3.5932446999640697
707,2013-07-01,Philippines,2.6521639042357297
708,2013-07-01,Poland,2.7336205615807496
709,2013-07-01,Russia,2.64125395808603
710,2013-07-01,Saudi Arabia,2.66652445202923
711,2013-07-01,Singapore,3.68714207264454
712,2013-07-01,Sweden,6.156873770030921
713,2013-07-01,Thailand,2.8457234212629903
714,2013-07-01,Turkey,4.34238422437355
715,2013-07-01,Taiwan,2.63083404099439
716,2013-07-01,Ukraine,2.3298589822195
717,2013-07-01,Uruguay,4.97984349063315
718,2013-07-01,United States,4.556666667
719,2013-07-01,South Africa,2.23941874642315
720,2014-01-01,UAE,3.26708412741628
721,2014-01-01,Argentina,3.0341340075853394
722,2014-01-01,Australia,4.473542498770669
723,2014-01-01,Brazil,5.247455618797741
724,2014-01-01,Canada,5.0131209845262905
725,2014-01-01,Switzerland,7.14246469974177
726,2014-01-01,Chile,3.6903773410831295
727,2014-01-01,China,2.74321220233669
728,2014-01-01,Colombia,4.33731172410663
729,2014-01-01,Costa Rica,4.2835511635320405
730,2014-01-01,Czech Republic,3.4732150780425797
731,2014-01-01,Denmark,5.18049950921584
732,2014-01-01,Egypt,2.43212182157736
733,2014-01-01,Euro area,4.96184353491684
734,2014-01-01,Britain,4.62679649988317
735,2014-01-01,Hong Kong,2.32023047622731
736,2014-01-01,Hungary,3.8548246155652897
737,2014-01-01,Indonesia,2.30140032948929
738,2014-01-01,India,1.5360983102918602
739,2014-01-01,Israel,5.01691416776561
740,2014-01-01,Japan,2.9737637296752797
741,2014-01-01,South Korea,3.46669165183173
742,2014-01-01,Sri Lanka,2.67584097859327
743,2014-01-01,Mexico,2.7751214115617597
744,2014-01-01,Malaysia,2.2265683767113
745,2014-01-01,Norway,7.79543479849613
746,2014-01-01,New Zealand,4.5718749992285
747,2014-01-01,Pakistan,3.03562111653939
748,2014-01-01,Peru,3.56315695706396
749,2014-01-01,Philippines,2.98474463851426
750,2014-01-01,Poland,2.9983053056967797
751,2014-01-01,Russia,2.62233255007108
752,2014-01-01,Saudi Arabia,2.9330204778157003
753,2014-01-01,Singapore,3.59698166321304
754,2014-01-01,Sweden,6.287510717347809
755,2014-01-01,Thailand,2.92015209125475
756,2014-01-01,Turkey,3.7584842254206197
757,2014-01-01,Taiwan,2.6192765491860404
758,2014-01-01,Ukraine,2.2675736961451203
759,2014-01-01,Uruguay,4.911131898971
760,2014-01-01,United States,4.624166667
761,2014-01-01,South Africa,2.16039309961251
762,2014-07-01,UAE,3.5392929581682795
763,2014-07-01,Argentina,2.5707727620505
764,2014-07-01,Australia,4.81414500013119
765,2014-07-01,Brazil,5.855196486882111
766,2014-07-01,Canada,5.25115218099716
767,2014-07-01,Switzerland,6.826241134751769
768,2014-07-01,Chile,3.72248023540256
769,2014-07-01,China,2.72655405514415
770,2014-07-01,Colombia,4.654561199361349
771,2014-07-01,Costa Rica,4.0014889261120405
772,2014-07-01,Czech Republic,3.4555148447348194
773,2014-07-01,Denmark,5.14551888495703
774,2014-07-01,Egypt,2.36781560968105
775,2014-07-01,Euro area,4.95354246993891
776,2014-07-01,Britain,4.92513799618893
777,2014-07-01,Hong Kong,2.42566560651317
778,2014-07-01,Hungary,3.76687180787727
779,2014-07-01,Indonesia,2.42842242503259
780,2014-07-01,India,1.7474152815626898
781,2014-07-01,Israel,5.12625227019743
782,2014-07-01,Japan,3.6442430808628
783,2014-07-01,South Korea,4.00488400488401
784,2014-07-01,Sri Lanka,2.6870369659513997
785,2014-07-01,Mexico,3.2476193790087797
786,2014-07-01,Malaysia,2.40883977900553
787,2014-07-01,Norway,7.75782651560455
788,2014-07-01,New Zealand,4.94475000069227
789,2014-07-01,Pakistan,3.04012971220105
790,2014-07-01,Peru,3.5868005738880897
791,2014-07-01,Philippines,3.7032750839023296
792,2014-07-01,Poland,2.99537670117862
793,2014-07-01,Russia,2.5547366683650403
794,2014-07-01,Saudi Arabia,2.9330595811057596
795,2014-07-01,Singapore,3.7964458804523398
796,2014-07-01,Sweden,5.9537741369221795
797,2014-07-01,Thailand,3.1151667715544398
798,2014-07-01,Turkey,4.42319187089062
799,2014-07-01,Taiwan,2.6349142819024802
800,2014-07-01,Ukraine,1.6260162601626
801,2014-07-01,Uruguay,4.91946016543317
802,2014-07-01,United States,4.795
803,2014-07-01,Vietnam,2.82618935468676
804,2014-07-01,South Africa,2.33011555471016
805,2015-01-01,UAE,3.5392929581682795
806,2015-01-01,Argentina,3.2520325203252
807,2015-01-01,Australia,4.31870499892076
808,2015-01-01,Brazil,5.20682672837721
809,2015-01-01,Canada,4.63961580725245
810,2015-01-01,Switzerland,7.54366622178379
811,2015-01-01,Chile,3.3466935464592797
812,2015-01-01,China,2.7690573935442298
813,2015-01-01,Colombia,3.3404087983830695
814,2015-01-01,Costa Rica,4.01052062153743
815,2015-01-01,Czech Republic,2.9192089751691097
816,2015-01-01,Denmark,5.37600897559759
817,2015-01-01,Egypt,2.3033856912538
818,2015-01-01,Euro area,4.26383200194175
819,2015-01-01,Britain,4.36823499740308
820,2015-01-01,Hong Kong,2.42538396537377
821,2015-01-01,Hungary,3.16883108269562
822,2015-01-01,Indonesia,2.23870192307692
823,2015-01-01,India,1.88671589710298
824,2015-01-01,Israel,4.4482289694088895
825,2015-01-01,Japan,3.14185029507918
826,2015-01-01,South Korea,3.7847318379027097
827,2015-01-01,Sri Lanka,2.65402843601896
828,2015-01-01,Mexico,3.3498547256879196
829,2015-01-01,Malaysia,2.11035818005808
830,2015-01-01,Norway,6.29714660544441
831,2015-01-01,New Zealand,4.49255500105261
832,2015-01-01,Pakistan,2.9781108849952798
833,2015-01-01,Peru,3.32446808510638
834,2015-01-01,Philippines,3.67034451700068
835,2015-01-01,Poland,2.4820590298386698
836,2015-01-01,Russia,1.36446563539639
837,2015-01-01,Saudi Arabia,2.9279459128536804
838,2015-01-01,Singapore,3.5254847541537004
839,2015-01-01,Sweden,4.96859530363977
840,2015-01-01,Thailand,3.03634411900015
841,2015-01-01,Turkey,3.9640875099102204
842,2015-01-01,Taiwan,2.50849395103674
843,2015-01-01,Ukraine,1.2008595626343102
844,2015-01-01,Uruguay,4.62640736949846
845,2015-01-01,United States,4.79
846,2015-01-01,Vietnam,2.8063610851262903
847,2015-01-01,South Africa,2.22149624305782
848,2015-07-01,UAE,3.53938931921208
849,2015-07-01,Argentina,3.06513409961686
850,2015-07-01,Australia,3.9222649999901895
851,2015-07-01,Brazil,4.28251939029613
852,2015-07-01,Canada,4.53593859036985
853,2015-07-01,Switzerland,6.82199832073888
854,2015-07-01,Chile,3.26873686668223
855,2015-07-01,China,2.73787283385943
856,2015-07-01,Colombia,2.91631289453284
857,2015-07-01,Costa Rica,4.0315019688730604
858,2015-07-01,Czech Republic,2.83374996204799
859,2015-07-01,Denmark,5.07851212368137
860,2015-07-01,Egypt,2.1621828723954497
861,2015-07-01,Euro area,4.05390499827466
862,2015-07-01,Britain,4.512446002943019
863,2015-07-01,Hong Kong,2.47716364762347
864,2015-07-01,Hungary,3.1815858296409303
865,2015-07-01,Indonesia,2.28558582187418
866,2015-07-01,India,1.83272899259026
867,2015-07-01,Israel,4.63165138221711
868,2015-07-01,Japan,2.98543591398717
869,2015-07-01,South Korea,3.76038478355925
870,2015-07-01,Sri Lanka,2.61486738886814
871,2015-07-01,Mexico,3.1131371209834997
872,2015-07-01,Malaysia,2.00972021542099
873,2015-07-01,Norway,5.6493358960031
874,2015-07-01,New Zealand,3.90963499998182
875,2015-07-01,Pakistan,3.44149459193707
876,2015-07-01,Peru,3.14119679597927
877,2015-07-01,Philippines,3.6051976776334
878,2015-07-01,Poland,2.5439898240407004
879,2015-07-01,Russia,1.8833054651060501
880,2015-07-01,Saudi Arabia,3.19953073549213
881,2015-07-01,Singapore,3.4396955503512903
882,2015-07-01,Sweden,5.127513156119281
883,2015-07-01,Thailand,3.1683168316831702
884,2015-07-01,Turkey,3.8742109838606
885,2015-07-01,Taiwan,2.5467440361057405
886,2015-07-01,Ukraine,1.54897494305239
887,2015-07-01,Uruguay,4.1323825196562405
888,2015-07-01,United States,4.79
889,2015-07-01,Vietnam,2.75103163686382
890,2015-07-01,South Africa,2.0943167492982
891,2016-01-01,UAE,3.5392447796139503
892,2016-01-01,Argentina,2.3897025544472004
893,2016-01-01,Australia,3.7436550009842096
894,2016-01-01,Brazil,3.35420393559928
895,2016-01-01,Canada,4.14419528810673
896,2016-01-01,Switzerland,6.4432989690721705
897,2016-01-01,Chile,2.9361800297812497
898,2016-01-01,China,2.68366320026837
899,2016-01-01,Colombia,2.42785580380467
900,2016-01-01,Costa Rica,4.01681457262961
901,2016-01-01,Czech Republic,2.98279523707257
902,2016-01-01,Denmark,4.32245515452777
903,2016-01-01,Egypt,2.1621828723954497
904,2016-01-01,Euro area,3.9990000005998496
905,2016-01-01,Britain,4.22185650232012
906,2016-01-01,Hong Kong,2.4766683650764
907,2016-01-01,Hungary,3.07504073147702
908,2016-01-01,Indonesia,2.18677182290733
909,2016-01-01,India,1.9011264548482498
910,2016-01-01,Israel,4.288197307824061
911,2016-01-01,Japan,3.11854692570273
912,2016-01-01,South Korea,3.59006470465456
913,2016-01-01,Sri Lanka,2.42971190558834
914,2016-01-01,Mexico,2.81015670924914
915,2016-01-01,Malaysia,1.82128628343768
916,2016-01-01,Norway,5.21468803797363
917,2016-01-01,New Zealand,3.91228999917255
918,2016-01-01,Pakistan,2.86027553987701
919,2016-01-01,Peru,2.9256875365710897
920,2016-01-01,Philippines,2.7859003668456603
921,2016-01-01,Poland,2.37171727153692
922,2016-01-01,Russia,1.52702431183444
923,2016-01-01,Saudi Arabia,3.1963348693498097
924,2016-01-01,Singapore,3.27013393633675
925,2016-01-01,Sweden,5.23143277318251
926,2016-01-01,Thailand,3.0922142462727797
927,2016-01-01,Turkey,3.40576820839979
928,2016-01-01,Taiwan,2.07634322856326
929,2016-01-01,Ukraine,1.5417558886509601
930,2016-01-01,Uruguay,3.74358124896472
931,2016-01-01,United States,4.93
932,2016-01-01,Vietnam,2.6705240903527296
933,2016-01-01,South Africa,1.7706110188917898
934,2016-07-01,UAE,3.5392447796139503
935,2016-07-01,Argentina,3.3478406427854
936,2016-07-01,Australia,4.3047375003975406
937,2016-07-01,Brazil,4.78181060944948
938,2016-07-01,Canada,4.60475825019187
939,2016-07-01,Switzerland,6.59162356758949
940,2016-07-01,Chile,3.53237498464185
941,2016-07-01,China,2.7852650494159903
942,2016-07-01,Colombia,3.0385797200409703
943,2016-07-01,Costa Rica,4.11793773678142
944,2016-07-01,Czech Republic,3.0554191933285897
945,2016-07-01,Denmark,4.43974160703847
946,2016-07-01,Egypt,2.5901046740128
947,2016-07-01,Euro area,4.20562899815015
948,2016-07-01,Britain,3.9402219985909803
949,2016-07-01,Hong Kong,2.4756943549011
950,2016-07-01,Hungary,3.15082252221943
951,2016-07-01,Indonesia,2.36415633937083
952,2016-07-01,India,2.41071428571429
953,2016-07-01,Israel,4.37965662455458
954,2016-07-01,Japan,3.46685406418365
955,2016-07-01,South Korea,3.85643542661817
956,2016-07-01,Sri Lanka,3.6251709986320098
957,2016-07-01,Mexico,2.37388724035608
958,2016-07-01,Malaysia,1.9865905140303002
959,2016-07-01,Norway,5.51006351878779
960,2016-07-01,New Zealand,4.221300000595839
961,2016-07-01,Pakistan,3.57756153405839
962,2016-07-01,Peru,3.02494063554003
963,2016-07-01,Philippines,2.8228801867770397
964,2016-07-01,Poland,2.42078852142776
965,2016-07-01,Russia,2.05022903423961
966,2016-07-01,Saudi Arabia,3.1995733902146397
967,2016-07-01,Singapore,4.01414156293732
968,2016-07-01,Sweden,5.228712542976321
969,2016-07-01,Thailand,3.4034034034034
970,2016-07-01,Turkey,3.53263995005011
971,2016-07-01,Taiwan,2.1542976677386103
972,2016-07-01,Ukraine,1.5725806451612903
973,2016-07-01,Uruguay,4.07757334659373
974,2016-07-01,United States,5.04
975,2016-07-01,Vietnam,2.69058295964126
976,2016-07-01,South Africa,2.10176022418776
977,2017-01-01,UAE,3.5393411380342994
978,2017-01-01,Argentina,3.4683903515686603
979,2017-01-01,Australia,4.27518000105469
980,2017-01-01,Brazil,5.11794537756479
981,2017-01-01,Canada,4.50980392156863
982,2017-01-01,Switzerland,6.350136772176629
983,2017-01-01,Chile,3.64147115434636
984,2017-01-01,China,2.8296711229174503
985,2017-01-01,Colombia,3.30592311224277
986,2017-01-01,Costa Rica,4.058954052640121
987,2017-01-01,Czech Republic,2.90565343302953
988,2017-01-01,Denmark,4.2246083436014805
989,2017-01-01,Egypt,1.46457112413426
990,2017-01-01,Euro area,4.06177800194884
991,2017-01-01,Britain,3.7283940020058797
992,2017-01-01,Hong Kong,2.47551879524752
993,2017-01-01,Hungary,3.05481146382492
994,2017-01-01,Indonesia,2.32575587065796
995,2017-01-01,India,2.48801726976693
996,2017-01-01,Israel,4.38391699092088
997,2017-01-01,Japan,3.2571893884198304
998,2017-01-01,South Korea,3.67754607380166
999,2017-01-01,Sri Lanka,3.66520058643209
1000,2017-01-01,Mexico,2.23229539190451
1001,2017-01-01,Malaysia,1.78910880017891
1002,2017-01-01,Norway,5.66582064786925
1003,2017-01-01,New Zealand,4.1853000001067295
1004,2017-01-01,Pakistan,3.5790980672870396
1005,2017-01-01,Peru,3.2420643107666005
1006,2017-01-01,Philippines,2.68064093520105
1007,2017-01-01,Poland,2.30097192095203
1008,2017-01-01,Russia,2.15098241985522
1009,2017-01-01,Saudi Arabia,3.19944542945889
1010,2017-01-01,Singapore,3.89226759339705
1011,2017-01-01,Sweden,5.260533396167481
1012,2017-01-01,Thailand,3.34523374469401
1013,2017-01-01,Turkey,2.74855221610012
1014,2017-01-01,Taiwan,2.16267042783263
1015,2017-01-01,Ukraine,1.54213328437672
1016,2017-01-01,Uruguay,4.35161009573542
1017,2017-01-01,United States,5.06
1018,2017-01-01,Vietnam,2.6581605528974
1019,2017-01-01,South Africa,1.88640028668697
1020,2017-07-01,UAE,3.81159814865233
1021,2017-07-01,Argentina,4.12553410932665
1022,2017-07-01,Australia,4.52795500055083
1023,2017-07-01,Brazil,5.10156757258139
1024,2017-07-01,Canada,4.655696794821809
1025,2017-07-01,Switzerland,6.74168957112483
1026,2017-07-01,Chile,3.84409554461789
1027,2017-07-01,China,2.9171270718232
1028,2017-07-01,Colombia,3.24360452925142
1029,2017-07-01,Costa Rica,4.00003493480292
1030,2017-07-01,Czech Republic,3.2813997138619397
1031,2017-07-01,Denmark,4.60649054517816
1032,2017-07-01,Egypt,1.7539837852949398
1033,2017-07-01,Euro area,4.4650244998577895
1034,2017-07-01,Britain,4.11143150160695
1035,2017-07-01,Hong Kong,2.45791461307047
1036,2017-07-01,Hungary,3.20894752849616
1037,2017-07-01,Indonesia,2.40293204682299
1038,2017-07-01,India,2.7572319250280803
1039,2017-07-01,Israel,4.773337099279759
1040,2017-07-01,Japan,3.36104723155846
1041,2017-07-01,South Korea,3.84396977241952
1042,2017-07-01,Sri Lanka,3.77297121483168
1043,2017-07-01,Mexico,2.75424026530641
1044,2017-07-01,Malaysia,2.0030278327704703
1045,2017-07-01,Norway,5.91416018925313
1046,2017-07-01,New Zealand,4.43225999862689
1047,2017-07-01,Pakistan,3.56633380884451
1048,2017-07-01,Peru,3.2292787944025805
1049,2017-07-01,Philippines,2.6494518205095297
1050,2017-07-01,Poland,2.7233996656420203
1051,2017-07-01,Russia,2.2781353877569397
1052,2017-07-01,Saudi Arabia,3.1998720051198
1053,2017-07-01,Singapore,4.06474559047688
1054,2017-07-01,Sweden,5.81892070131244
1055,2017-07-01,Thailand,3.4962466763621403
1056,2017-07-01,Turkey,3.00611009353896
1057,2017-07-01,Taiwan,2.26396522024444
1058,2017-07-01,Ukraine,1.69785838317577
1059,2017-07-01,Uruguay,4.528827730360571
1060,2017-07-01,United States,5.3
1061,2017-07-01,Vietnam,2.63939293962389
1062,2017-07-01,South Africa,2.26073850791259
1063,2018-01-01,UAE,3.81159814865233
1064,2018-01-01,Argentina,3.96039603960396
1065,2018-01-01,Australia,4.70613499966375
1066,2018-01-01,Brazil,5.11168251804579
1067,2018-01-01,Canada,5.257243759531259
1068,2018-01-01,Switzerland,6.76484362803768
1069,2018-01-01,Chile,4.29088928680469
1070,2018-01-01,China,3.17164179104478
1071,2018-01-01,Colombia,3.83246839092584
1072,2018-01-01,Costa Rica,4.02793168346437
1073,2018-01-01,Czech Republic,3.80777943799104
1074,2018-01-01,Denmark,4.93202031992372
1075,2018-01-01,Egypt,1.9327683615819198
1076,2018-01-01,Euro area,4.8357874973246
1077,2018-01-01,Britain,4.4130459987555195
1078,2018-01-01,Hong Kong,2.62181864688579
1079,2018-01-01,Hungary,3.4266385053034596
1080,2018-01-01,Indonesia,2.43281682760686
1081,2018-01-01,India,2.8186106598289298
1082,2018-01-01,Israel,4.80160635558078
1083,2018-01-01,Japan,3.4319259426507096
1084,2018-01-01,South Korea,4.1150339022679505
1085,2018-01-01,Sri Lanka,3.7711313394018195
1086,2018-01-01,Mexico,2.57186486993329
1087,2018-01-01,Malaysia,2.27617602427921
1088,2018-01-01,Norway,6.24195870116304
1089,2018-01-01,New Zealand,4.51019000139252
1090,2018-01-01,Pakistan,3.3935116058096897
1091,2018-01-01,Peru,3.26899128268991
1092,2018-01-01,Philippines,2.6416954164613102
1093,2018-01-01,Poland,2.96557292813624
1094,2018-01-01,Russia,2.2909507445589905
1095,2018-01-01,Saudi Arabia,3.1997440204783603
1096,2018-01-01,Singapore,4.38546746814865
1097,2018-01-01,Sweden,6.12311068987879
1098,2018-01-01,Thailand,3.7245696400626005
1099,2018-01-01,Turkey,2.8270130963025295
1100,2018-01-01,Taiwan,2.3347883463607797
1101,2018-01-01,Ukraine,1.6367752045969
1102,2018-01-01,Uruguay,4.898530440867741
1103,2018-01-01,United States,5.28
1104,2018-01-01,Vietnam,2.8619862184355895
1105,2018-01-01,South Africa,2.4473513539971403
1106,2018-07-01,United Arab Emirates,3.8114424948613594
1107,2018-07-01,Argentina,2.7051397655545495
1108,2018-07-01,Australia,4.51541749999998
1109,2018-07-01,Azerbaijan,2.32114000293815
1110,2018-07-01,Bahrain,3.1616387827690695
1111,2018-07-01,Brazil,4.4029335521773705
1112,2018-07-01,Canada,5.0672457804701505
1113,2018-07-01,Switzerland,6.54417316889001
1114,2018-07-01,Chile,4.05075721541129
1115,2018-07-01,China,3.09574146783449
1116,2018-07-01,Colombia,4.14046978674841
1117,2018-07-01,Costa Rica,4.03311025008806
1118,2018-07-01,Czech Republic,3.39908677868546
1119,2018-07-01,Denmark,4.71764872387602
1120,2018-07-01,Egypt,1.7520245741413
1121,2018-07-01,Euro area,4.735082
1122,2018-07-01,Britain,4.231535
1123,2018-07-01,Guatemala,3.33907654499072
1124,2018-07-01,Hong Kong,2.54833880164368
1125,2018-07-01,Honduras,3.5427590173636903
1126,2018-07-01,Croatia,3.32660092669597
1127,2018-07-01,Hungary,3.07491728472504
1128,2018-07-01,Indonesia,2.19359331476323
1129,2018-07-01,India,2.51362150381402
1130,2018-07-01,Israel,4.67688244518419
1131,2018-07-01,Jordan,2.74628547285402
1132,2018-07-01,Japan,3.50561797752809
1133,2018-07-01,South Korea,4.03225806451613
1134,2018-07-01,Kuwait,3.47107438016529
1135,2018-07-01,Lebanon,4.3017868960953
1136,2018-07-01,Sri Lanka,3.6416148678344897
1137,2018-07-01,Moldova,2.5821793593793196
1138,2018-07-01,Mexico,2.57197595989817
1139,2018-07-01,Malaysia,2.10068365444375
1140,2018-07-01,Nicaragua,3.26081450714213
1141,2018-07-01,Norway,5.22290617422123
1142,2018-07-01,New Zealand,4.23397999999999
1143,2018-07-01,Oman,2.7272727272727297
1144,2018-07-01,Pakistan,3.0866738003127794
1145,2018-07-01,Peru,3.2095369096744597
1146,2018-07-01,Philippines,2.6174584478471403
1147,2018-07-01,Poland,2.73939163807483
1148,2018-07-01,Qatar,3.29579785773139
1149,2018-07-01,Romania,2.3154848046309704
1150,2018-07-01,Russia,2.09202832606353
1151,2018-07-01,Saudi Arabia,3.19965870307167
1152,2018-07-01,Singapore,4.27775933915994
1153,2018-07-01,Sweden,5.826840024678379
1154,2018-07-01,Thailand,3.5875791377751
1155,2018-07-01,Turkey,2.28419654714475
1156,2018-07-01,Taiwan,2.27179191703021
1157,2018-07-01,Ukraine,1.90846978892324
1158,2018-07-01,Uruguay,4.47141488342383
1159,2018-07-01,United States,5.51
1160,2018-07-01,Vietnam,2.82124178042058
1161,2018-07-01,South Africa,2.32002933714517
